production_id,product_id,batch_id,printer_id,start_datetime,end_datetime,qty_produced_units,qty_rejected_units,rejection_rate_pct,operator_id
PROD00656,PR004,BT0125,P003,2022-12-01 12:39:00,2022-12-01 18:08:24,32,1,6,OP12
PROD00657,PR004,BT0118,P001,2022-12-11 16:01:30,2022-12-11 23:57:54,31,2,7,OP01
PROD00658,PR004,BT0076,P003,2022-12-26 16:34:04,2022-12-26 23:12:28,39,2,7,OP04
PROD00659,PR002,BT0090,P001,2022-12-27 01:17:14,2022-12-27 05:04:38,20,0,2,OP03
PROD00660,PR002,BT0011,P001,2022-12-15 09:27:03,2022-12-15 13:22:51,20,0,3,OP02
PROD00661,PR002,BT0083,P002,2022-12-26 04:53:55,2022-12-26 09:50:19,26,1,6,OP02
PROD00662,PR002,BT0010,P001,2022-12-25 06:21:21,2022-12-25 12:09:21,30,1,4,OP05
PROD00663,PR003,BT0063,P002,2022-12-06 19:44:40,2022-12-07 03:08:04,59,2,5,OP07
PROD00664,PR003,BT0076,P002,2022-12-08 12:29:48,2022-12-08 18:31:00,48,2,5,OP10
PROD00665,PR003,BT0128,P003,2022-12-16 01:51:59,2022-12-16 05:47:47,47,2,6,OP09
PROD00666,PR001,BT9051,P002,2022-12-09 17:14:34,2022-12-09 23:51:10,26,0,1,OP12
PROD00667,PR003,BT0021,P003,2022-12-12 08:27:43,2022-12-12 15:28:19,84,5,7,OP12
PROD00668,PR003,BT0008,P003,2022-12-27 12:07:11,2022-12-27 16:47:59,56,1,2,OP12
PROD00669,PR001,BT0092,P002,2022-12-06 23:53:06,2022-12-07 05:32:06,22,0,2,OP07
PROD00670,PR003,BT0180,P003,2022-12-16 08:48:37,2022-12-16 12:09:01,40,0,2,OP02
PROD00671,PR003,BT0083,P003,2022-12-10 01:38:46,2022-12-10 07:54:22,75,3,4,OP04
PROD00672,PR002,BT0053,P002,2022-12-28 09:09:09,2022-12-28 13:42:45,24,1,5,OP11
PROD00673,PR003,BT0098,P001,2022-12-04 02:24:42,2022-12-04 09:57:42,60,4,7,OP10
PROD00674,PR003,BT0090,P001,2022-12-18 23:08:27,2022-12-19 01:09:39,16,1,7,OP09
PROD00675,PR004,BT0108,P003,2022-12-01 20:00:15,2022-12-02 01:26:03,32,2,7,OP11
PROD00676,PR003,BT9583,P003,2022-12-16 14:55:35,2022-12-16 18:57:23,48,1,3,OP12
PROD00677,PR002,BT0013,P002,2022-12-19 23:24:11,2022-12-20 03:12:47,20,0,3,OP07
PROD00678,PR003,BT0055,P003,2022-12-12 16:48:58,2022-12-12 19:11:10,28,1,6,OP03
PROD00679,PR002,BT0060,P001,2022-12-24 22:44:37,2022-12-25 06:18:13,40,2,7,OP11
PROD00680,PR004,BT0081,P001,2022-12-19 03:16:25,2022-12-19 10:27:13,28,2,8,OP10
PROD00681,PR001,BT0172,P002,2022-12-18 15:19:00,2022-12-18 18:38:48,13,0,3,OP08
PROD00682,PR004,BT0037,P002,2022-12-14 04:55:06,2022-12-14 08:44:54,15,1,7,OP12
PROD00683,PR003,BT0008,P002,2022-12-12 03:34:15,2022-12-12 09:59:27,51,1,2,OP03
PROD00684,PR003,BT0082,P001,2022-12-28 06:31:35,2022-12-28 12:20:11,46,0,2,OP04
PROD00685,PR004,BT0106,P003,2022-12-27 13:06:34,2022-12-27 18:48:34,34,0,2,OP06
PROD00686,PR001,BT0014,P001,2022-12-05 13:01:46,2022-12-05 18:36:34,22,1,7,OP10
PROD00687,PR002,BT0127,P002,2022-12-15 14:41:35,2022-12-15 19:08:35,23,0,3,OP05
PROD00688,PR004,BT0050,P001,2022-12-01 19:30:59,2022-12-01 22:57:59,13,0,5,OP05
PROD00689,PR003,BT0179,P001,2022-12-25 14:14:17,2022-12-25 21:29:53,58,0,1,OP01
PROD00690,PR003,BT0160,P003,2022-12-18 05:13:54,2022-12-18 11:43:18,77,4,6,OP05
PROD00691,PR004,BT0150,P001,2022-12-10 22:49:03,2022-12-11 05:41:15,27,2,8,OP07
PROD00692,PR001,BT0120,P002,2022-12-02 23:34:34,2022-12-03 02:55:34,13,0,5,OP05
PROD00693,PR002,BT0131,P003,2022-12-27 02:39:36,2022-12-27 09:43:12,56,1,2,OP06
PROD00694,PR003,BT0118,P002,2022-12-21 04:06:25,2022-12-21 09:16:37,41,0,2,OP12
PROD00695,PR004,BT0100,P001,2022-12-09 05:09:04,2022-12-09 08:42:40,14,0,6,OP10
PROD00696,PR004,BT0078,P002,2022-12-04 10:32:14,2022-12-04 12:59:50,9,0,2,OP09
PROD00697,PR002,BT0172,P002,2022-12-25 20:49:56,2022-12-26 03:42:08,36,1,5,OP01
PROD00698,PR002,BT0089,P003,2022-12-04 18:44:13,2022-12-05 00:40:37,47,1,3,OP11
PROD00699,PR003,BT0102,P001,2022-12-28 21:24:03,2022-12-29 02:34:15,41,2,6,OP09
PROD00700,PR001,BT0088,P001,2022-12-28 06:43:55,2022-12-28 10:12:07,13,0,5,OP01
PROD00701,PR002,BT9398,P002,2022-12-23 01:42:41,2022-12-23 06:52:53,27,1,7,OP03
PROD00702,PR004,BT9592,P001,2022-12-08 20:42:15,2022-12-09 03:33:15,27,1,7,OP06
PROD00703,PR004,BT0024,P001,2022-12-11 21:46:26,2022-12-12 04:48:14,28,0,2,OP09
PROD00704,PR004,BT0147,P001,2022-12-06 00:59:32,2022-12-06 03:45:44,11,0,7,OP03
PROD00705,PR004,BT0072,P003,2022-12-27 08:45:17,2022-12-27 11:55:29,19,1,6,OP11
PROD00706,PR002,BT0043,P003,2022-12-10 16:05:26,2022-12-10 21:44:26,45,3,7,OP06
PROD00707,PR003,BT0020,P001,2022-12-19 14:58:37,2022-12-19 22:11:13,57,1,2,OP10
PROD00708,PR002,BT0081,P003,2022-12-02 16:39:01,2022-12-02 19:09:01,20,0,4,OP03
PROD00709,PR004,BT0148,P001,2022-12-26 19:55:10,2022-12-27 00:42:34,19,1,7,OP09
PROD00710,PR003,BT0137,P003,2022-12-08 21:28:41,2022-12-09 03:17:53,69,1,2,OP11
PROD00711,PR001,BT0169,P001,2022-12-08 20:13:03,2022-12-09 02:42:27,25,0,2,OP10
PROD00712,PR001,BT0099,P003,2022-12-20 15:32:16,2022-12-20 20:01:04,26,0,2,OP05
PROD00713,PR001,BT0023,P001,2022-12-16 23:39:45,2022-12-17 04:19:57,18,0,3,OP01
PROD00714,PR001,BT0105,P001,2022-12-23 15:56:56,2022-12-23 20:30:32,18,1,8,OP09
PROD00715,PR001,BT0108,P001,2022-12-27 19:12:08,2022-12-27 21:34:56,9,0,3,OP02
PROD00716,PR002,BT0057,P002,2022-12-27 17:59:13,2022-12-27 22:14:49,22,1,5,OP02
PROD00717,PR003,BT0068,P002,2022-12-28 18:56:26,2022-12-29 01:07:14,49,1,4,OP12
PROD00718,PR002,BT0139,P003,2023-01-13 23:02:33,2023-01-14 06:22:57,58,2,4,OP12
PROD00719,PR003,BT0179,P001,2023-01-24 17:54:15,2023-01-24 19:56:39,16,1,7,OP07
PROD00720,PR002,BT0112,P001,2023-01-06 07:22:32,2023-01-06 15:17:08,42,0,2,OP03
PROD00721,PR003,BT0085,P001,2023-01-07 12:05:21,2023-01-07 15:53:21,30,0,3,OP12
PROD00722,PR002,BT0018,P001,2023-01-06 04:55:49,2023-01-06 11:01:13,32,0,3,OP08
PROD00723,PR003,BT0064,P002,2023-01-17 15:05:53,2023-01-17 19:37:41,36,0,2,OP09
PROD00724,PR003,BT0162,P003,2023-01-01 10:10:07,2023-01-01 13:32:55,40,0,2,OP08
PROD00725,PR004,BT0152,P003,2023-01-15 12:09:28,2023-01-15 18:07:04,35,1,3,OP01
PROD00726,PR003,BT0084,P002,2023-01-28 15:34:59,2023-01-28 18:08:35,20,0,2,OP12
PROD00727,PR003,BT0173,P002,2023-01-07 19:31:36,2023-01-07 23:16:36,30,0,3,OP01
PROD00728,PR002,BT0034,P001,2023-01-28 05:41:51,2023-01-28 10:44:15,26,1,4,OP04
PROD00729,PR004,BT0118,P001,2023-01-14 06:29:38,2023-01-14 09:25:26,11,0,4,OP02
PROD00730,PR001,BT0065,P003,2023-01-06 23:04:01,2023-01-07 01:21:25,13,1,8,OP02
PROD00731,PR001,BT9853,P001,2023-01-06 09:22:51,2023-01-06 12:35:27,12,0,6,OP07
PROD00732,PR004,BT0052,P002,2023-01-04 18:16:40,2023-01-04 21:24:28,12,0,2,OP01
PROD00733,PR004,BT0094,P001,2023-01-14 05:32:21,2023-01-14 07:56:57,9,0,5,OP02
PROD00734,PR001,BT0060,P002,2023-01-05 11:56:53,2023-01-05 19:08:17,28,1,6,OP04
PROD00735,PR001,BT0123,P001,2023-01-09 03:21:08,2023-01-09 09:07:56,23,0,3,OP07
PROD00736,PR004,BT0178,P003,2023-01-15 16:43:35,2023-01-15 18:57:23,13,0,6,OP06
PROD00737,PR004,BT0097,P003,2023-01-10 12:14:05,2023-01-10 17:39:53,32,0,1,OP02
PROD00738,PR001,BT0167,P001,2023-01-03 07:17:35,2023-01-03 10:48:47,14,0,7,OP01
PROD00739,PR002,BT0094,P002,2023-01-24 12:37:56,2023-01-24 20:18:08,40,2,7,OP05
PROD00740,PR003,BT0013,P001,2023-01-04 10:21:35,2023-01-04 13:36:35,26,2,8,OP11
PROD00741,PR001,BT0059,P003,2023-01-10 22:01:20,2023-01-11 04:24:44,38,1,3,OP04
PROD00742,PR001,BT0126,P002,2023-01-06 02:40:07,2023-01-06 06:32:19,15,1,8,OP09
PROD00743,PR004,BT0003,P002,2023-01-17 16:54:45,2023-01-17 21:20:33,17,1,6,OP06
PROD00744,PR001,BT0071,P002,2023-01-25 00:59:38,2023-01-25 04:27:14,13,0,5,OP01
PROD00745,PR001,BT0007,P001,2023-01-07 22:50:34,2023-01-08 03:50:34,20,0,4,OP01
PROD00746,PR001,BT0042,P003,2023-01-18 08:08:27,2023-01-18 13:18:03,30,1,5,OP03
PROD00747,PR004,BT0058,P002,2023-01-22 12:23:02,2023-01-22 15:21:14,11,0,1,OP07
PROD00748,PR004,BT0140,P002,2023-01-18 06:56:44,2023-01-18 09:24:56,9,0,7,OP05
PROD00749,PR003,BT0057,P002,2023-01-06 19:08:17,2023-01-07 01:28:05,50,4,8,OP09
PROD00750,PR003,BT0023,P003,2023-01-15 02:16:34,2023-01-15 08:57:58,80,5,7,OP01
PROD00751,PR003,BT0015,P003,2023-01-01 11:44:18,2023-01-01 15:14:54,42,2,5,OP06
PROD00752,PR002,BT0011,P002,2023-01-07 15:01:52,2023-01-07 17:16:16,11,0,7,OP03
PROD00753,PR002,BT0061,P001,2023-01-25 07:50:58,2023-01-25 10:38:58,14,0,3,OP12
PROD00754,PR001,BT0182,P001,2023-01-26 04:08:27,2023-01-26 08:12:39,16,0,6,OP06
PROD00755,PR001,BT0090,P001,2023-01-13 20:10:01,2023-01-14 01:49:01,22,1,6,OP12
PROD00756,PR004,BT0025,P001,2023-01-15 04:34:00,2023-01-15 11:36:24,28,0,3,OP03
PROD00757,PR004,BT0141,P001,2023-01-10 02:25:06,2023-01-10 06:34:42,16,0,6,OP07
PROD00758,PR003,BT0086,P001,2023-01-24 01:18:06,2023-01-24 08:34:18,58,2,5,OP05
PROD00759,PR001,BT0044,P002,2023-01-19 11:21:41,2023-01-19 13:40:53,9,0,6,OP04
PROD00760,PR001,BT0160,P003,2023-01-05 19:22:09,2023-01-06 00:53:57,33,1,5,OP11
PROD00761,PR003,BT0154,P003,2023-01-04 08:47:09,2023-01-04 16:17:45,90,5,6,OP05
PROD00762,PR004,BT0033,P003,2023-01-07 21:49:29,2023-01-08 02:26:05,27,0,1,OP03
PROD00763,PR003,BT0097,P002,2023-01-18 23:30:46,2023-01-19 03:17:34,30,1,5,OP08
PROD00764,PR004,BT0036,P002,2023-01-26 23:45:16,2023-01-27 06:26:40,26,2,8,OP02
PROD00765,PR002,BT0048,P001,2023-01-08 01:23:38,2023-01-08 04:41:38,17,0,2,OP07
PROD00766,PR004,BT0145,P002,2023-01-03 14:16:35,2023-01-03 19:00:59,18,1,7,OP02
PROD00767,PR003,BT0017,P001,2023-01-25 15:18:45,2023-01-25 22:58:21,61,4,7,OP04
PROD00768,PR004,BT0181,P001,2023-01-12 22:32:21,2023-01-13 02:23:21,15,0,3,OP10
PROD00769,PR002,BT9248,P002,2023-01-05 19:11:00,2023-01-06 00:29:36,28,0,1,OP01
PROD00770,PR004,BT0179,P001,2023-01-07 15:43:24,2023-01-07 22:22:24,26,1,7,OP11
PROD00771,PR004,BT0031,P003,2023-01-09 09:57:08,2023-01-09 14:51:44,29,2,8,OP11
PROD00772,PR004,BT0038,P003,2023-01-08 13:02:24,2023-01-08 17:42:36,28,1,7,OP03
PROD00773,PR002,BT0103,P001,2023-01-22 21:35:46,2023-01-23 00:16:34,14,0,3,OP05
PROD00774,PR002,BT0079,P001,2023-01-15 07:43:55,2023-01-15 13:25:55,30,0,3,OP11
PROD00775,PR004,BT0093,P002,2023-01-08 23:07:23,2023-01-09 02:57:11,15,0,6,OP10
PROD00776,PR001,BT0144,P003,2023-01-01 09:04:22,2023-01-01 16:15:10,43,1,3,OP04
PROD00777,PR003,BT0085,P002,2023-01-13 08:34:23,2023-01-13 16:27:11,63,3,5,OP12
PROD00778,PR004,BT0155,P003,2023-01-20 12:22:06,2023-01-20 17:55:42,33,1,4,OP02
PROD00779,PR003,BT0070,P002,2023-01-19 15:01:01,2023-01-19 21:05:49,48,3,7,OP01
PROD00780,PR004,BT0127,P002,2023-01-05 16:57:16,2023-01-05 22:40:28,22,0,2,OP09
PROD00781,PR005,BT0034,P003,2023-02-04 10:21:57,2023-02-04 12:54:21,10,0,3,OP07
PROD00782,PR003,BT0171,P001,2023-02-20 22:18:56,2023-02-21 05:36:56,58,2,4,OP10
PROD00783,PR004,BT0005,P002,2023-02-22 15:29:44,2023-02-22 19:10:32,14,0,4,OP10
PROD00784,PR001,BT0104,P003,2023-02-05 15:53:19,2023-02-05 20:03:31,25,1,6,OP01
PROD00785,PR003,BT0028,P003,2023-02-12 04:56:27,2023-02-12 09:48:39,58,1,3,OP08
PROD00786,PR004,BT0096,P001,2023-02-11 06:22:26,2023-02-11 13:17:38,27,0,2,OP05
PROD00787,PR002,BT0025,P002,2023-02-18 22:59:50,2023-02-19 02:49:38,20,0,2,OP01
PROD00788,PR003,BT0086,P002,2023-02-10 15:31:13,2023-02-10 22:08:25,52,1,2,OP10
PROD00789,PR001,BT0037,P004,2023-02-16 19:21:58,2023-02-17 00:15:58,29,1,5,OP02
PROD00790,PR005,BT0029,P003,2023-02-10 15:28:57,2023-02-10 23:18:09,31,0,1,OP08
PROD00791,PR002,BT0014,P004,2023-02-07 11:09:19,2023-02-07 14:00:19,22,0,2,OP06
PROD00792,PR003,BT0041,P002,2023-02-11 18:49:17,2023-02-12 01:19:17,52,3,6,OP06
PROD00793,PR003,BT0140,P002,2023-02-08 04:52:46,2023-02-08 07:41:58,22,0,4,OP02
PROD00794,PR003,BT0001,P001,2023-02-24 00:30:16,2023-02-24 04:24:52,31,2,8,OP02
PROD00795,PR004,BT0070,P003,2023-02-11 14:27:31,2023-02-11 18:36:31,24,1,8,OP03
PROD00796,PR003,BT0064,P004,2023-02-26 11:54:18,2023-02-26 14:21:18,29,1,5,OP02
PROD00797,PR004,BT0177,P002,2023-02-01 07:13:10,2023-02-01 09:29:58,9,0,7,OP04
PROD00798,PR003,BT0079,P001,2023-02-11 06:48:11,2023-02-11 14:22:59,60,0,1,OP12
PROD00799,PR003,BT0054,P001,2023-02-23 17:53:42,2023-02-23 20:30:18,20,1,8,OP03
PROD00800,PR004,BT0104,P003,2023-02-27 03:23:05,2023-02-27 09:00:17,33,0,3,OP05
PROD00801,PR003,BT0120,P004,2023-02-07 22:37:28,2023-02-08 03:00:52,52,1,2,OP02
PROD00802,PR005,BT0005,P001,2023-02-27 06:14:31,2023-02-27 13:55:55,20,0,2,OP07
PROD00803,PR001,BT0135,P003,2023-02-05 04:57:10,2023-02-05 07:31:58,15,1,7,OP03
PROD00804,PR002,BT0149,P002,2023-02-25 00:22:24,2023-02-25 03:57:12,19,1,6,OP10
PROD00805,PR003,BT0067,P003,2023-02-08 21:49:56,2023-02-09 05:34:20,92,6,7,OP03
PROD00806,PR003,BT0100,P003,2023-02-25 17:11:02,2023-02-25 22:45:50,66,5,8,OP07
PROD00807,PR004,BT0066,P001,2023-02-26 05:37:14,2023-02-26 11:30:38,23,0,4,OP10
PROD00808,PR004,BT0039,P004,2023-02-14 08:29:05,2023-02-14 10:53:05,14,0,6,OP08
PROD00809,PR005,BT0061,P001,2023-02-09 22:04:54,2023-02-10 00:28:18,6,0,4,OP09
PROD00810,PR003,BT0180,P003,2023-02-27 08:29:34,2023-02-27 11:31:58,36,1,5,OP11
PROD00811,PR003,BT0092,P004,2023-02-14 00:23:11,2023-02-14 06:12:23,69,3,5,OP04
PROD00812,PR005,BT0016,P004,2023-02-28 07:49:54,2023-02-28 10:27:06,10,0,1,OP03
PROD00813,PR004,BT0092,P002,2023-02-13 15:06:39,2023-02-13 20:57:39,23,1,6,OP08
PROD00814,PR002,BT0096,P004,2023-02-07 19:31:53,2023-02-07 21:51:41,18,1,6,OP12
PROD00815,PR004,BT0039,P004,2023-02-04 16:14:18,2023-02-04 21:21:30,30,0,2,OP01
PROD00816,PR005,BT0178,P003,2023-02-27 01:01:40,2023-02-27 06:15:28,20,0,2,OP04
PROD00817,PR002,BT0097,P002,2023-02-19 15:09:29,2023-02-19 18:16:41,16,0,4,OP12
PROD00818,PR003,BT0101,P002,2023-02-09 16:09:47,2023-02-09 22:20:35,49,0,1,OP06
PROD00819,PR004,BT0043,P001,2023-02-03 06:39:54,2023-02-03 10:41:42,16,0,5,OP12
PROD00820,PR005,BT0114,P004,2023-02-09 13:11:10,2023-02-09 18:53:10,22,0,2,OP01
PROD00821,PR003,BT0139,P001,2023-02-24 10:57:41,2023-02-24 17:37:17,53,3,6,OP06
PROD00822,PR005,BT0119,P001,2023-02-02 10:45:05,2023-02-02 16:33:41,15,0,5,OP05
PROD00823,PR001,BT0006,P001,2023-02-11 19:39:17,2023-02-12 01:54:17,25,2,8,OP02
PROD00824,PR004,BT0176,P002,2023-02-13 19:55:12,2023-02-14 01:52:48,23,1,5,OP10
PROD00825,PR004,BT9251,P004,2023-02-21 13:45:33,2023-02-21 16:09:33,14,0,6,OP07
PROD00826,PR005,BT0112,P002,2023-02-22 14:09:33,2023-02-22 19:02:21,13,0,7,OP12
PROD00827,PR001,BT0137,P003,2023-02-01 05:41:43,2023-02-01 12:36:55,41,3,8,OP02
PROD00828,PR003,BT0027,P004,2023-02-04 19:20:34,2023-02-04 21:46:22,29,1,6,OP04
PROD00829,PR003,BT0139,P002,2023-02-01 09:17:23,2023-02-01 13:01:11,29,1,5,OP09
PROD00830,PR005,BT0081,P002,2023-02-05 11:45:01,2023-02-05 19:16:49,20,1,5,OP12
PROD00831,PR004,BT0046,P002,2023-02-23 09:46:32,2023-02-23 14:28:32,18,0,2,OP08
PROD00832,PR005,BT0094,P004,2023-02-14 08:04:04,2023-02-14 12:02:52,15,0,6,OP08
PROD00833,PR001,BT0136,P001,2023-02-07 05:47:30,2023-02-07 09:19:18,14,0,7,OP02
PROD00834,PR005,BT0061,P002,2023-02-09 11:23:15,2023-02-09 17:45:27,16,0,6,OP05
PROD00835,PR005,BT0019,P003,2023-02-15 03:23:01,2023-02-15 11:03:13,30,0,2,OP11
PROD00836,PR001,BT0114,P001,2023-02-01 05:12:29,2023-02-01 13:09:29,31,2,7,OP03
PROD00837,PR003,BT0068,P001,2023-02-23 10:00:10,2023-02-23 14:07:58,33,0,1,OP11
PROD00838,PR004,BT0125,P001,2023-02-19 19:26:04,2023-02-20 01:55:28,25,1,6,OP06
PROD00839,PR003,BT0103,P004,2023-02-22 04:30:27,2023-02-22 07:55:03,40,2,7,OP02
PROD00840,PR004,BT0040,P001,2023-02-19 04:22:38,2023-02-19 10:31:38,24,1,6,OP09
PROD00841,PR002,BT0092,P002,2023-02-03 03:09:42,2023-02-03 08:30:06,28,1,7,OP09
PROD00842,PR004,BT0020,P003,2023-02-04 16:45:15,2023-02-05 00:09:51,44,3,8,OP10
PROD00843,PR002,BT0110,P003,2023-02-03 05:38:09,2023-02-03 12:35:45,55,2,5,OP05
PROD00844,PR003,BT0048,P001,2023-02-20 21:41:18,2023-02-21 00:33:30,22,1,8,OP04
PROD00845,PR003,BT0130,P003,2023-02-08 13:00:23,2023-02-08 17:25:35,53,1,3,OP06
PROD00846,PR004,BT0075,P004,2023-02-27 06:42:36,2023-02-27 09:52:48,19,0,5,OP06
PROD00847,PR001,BT0164,P002,2023-02-25 21:45:24,2023-02-26 04:34:36,27,0,2,OP07
PROD00848,PR001,BT0167,P002,2023-02-25 23:45:17,2023-02-26 02:36:53,11,0,2,OP03
PROD00849,PR003,BT9273,P002,2023-02-14 17:46:32,2023-02-14 19:53:44,16,0,1,OP08
PROD00850,PR005,BT0109,P004,2023-02-21 15:09:55,2023-02-21 21:24:55,25,1,7,OP08
PROD00851,PR004,BT0149,P004,2023-02-14 18:21:30,2023-02-15 01:20:18,41,2,7,OP04
PROD00852,PR002,BT0098,P003,2023-02-08 23:41:23,2023-02-09 05:01:11,42,2,5,OP03
PROD00853,PR004,BT0030,P002,2023-02-21 18:12:25,2023-02-21 20:51:25,10,0,4,OP06
PROD00854,PR003,BT0063,P003,2023-03-17 18:39:19,2023-03-17 21:30:19,34,0,1,OP11
PROD00855,PR001,BT0085,P003,2023-03-05 01:27:59,2023-03-05 05:48:59,26,0,2,OP11
PROD00856,PR002,BT0136,P003,2023-03-10 04:10:52,2023-03-10 07:44:28,28,0,3,OP05
PROD00857,PR005,BT0145,P001,2023-03-27 13:49:59,2023-03-27 16:30:47,7,0,3,OP02
PROD00858,PR005,BT0126,P002,2023-03-03 22:32:09,2023-03-04 01:06:21,6,0,5,OP12
PROD00859,PR004,BT0061,P004,2023-03-16 22:02:46,2023-03-17 00:51:58,16,0,5,OP03
PROD00860,PR001,BT0057,P004,2023-03-14 16:19:31,2023-03-14 18:23:43,12,0,7,OP10
PROD00861,PR004,BT0069,P003,2023-03-12 04:06:08,2023-03-12 08:56:32,29,2,8,OP12
PROD00862,PR002,BT0084,P002,2023-03-16 03:26:11,2023-03-16 08:03:23,24,1,5,OP08
PROD00863,PR003,BT0044,P003,2023-03-14 22:16:46,2023-03-15 01:40:46,40,1,4,OP11
PROD00864,PR003,BT0053,P002,2023-03-04 23:02:17,2023-03-05 06:34:41,60,3,6,OP07
PROD00865,PR001,BT0145,P004,2023-03-26 01:08:11,2023-03-26 07:12:23,36,1,4,OP01
PROD00866,PR003,BT0146,P004,2023-03-09 09:34:46,2023-03-09 12:52:10,39,1,4,OP08
PROD00867,PR001,BT0011,P003,2023-03-26 09:30:50,2023-03-26 13:17:38,22,1,8,OP11
PROD00868,PR003,BT0075,P002,2023-03-14 02:47:31,2023-03-14 06:36:07,30,1,6,OP12
PROD00869,PR002,BT0135,P002,2023-03-13 14:32:00,2023-03-13 21:38:36,37,1,4,OP11
PROD00870,PR003,BT0092,P002,2023-03-24 21:41:15,2023-03-25 02:38:51,39,1,4,OP01
PROD00871,PR003,BT0146,P003,2023-03-10 19:35:50,2023-03-11 00:20:14,56,4,8,OP12
PROD00872,PR005,BT0004,P004,2023-03-21 10:33:35,2023-03-21 15:22:47,19,0,3,OP06
PROD00873,PR005,BT0007,P002,2023-03-19 10:23:25,2023-03-19 16:10:49,15,0,2,OP11
PROD00874,PR004,BT0181,P002,2023-03-22 00:59:00,2023-03-22 05:06:12,16,0,5,OP04
PROD00875,PR001,BT0112,P003,2023-03-27 20:52:38,2023-03-28 01:02:50,25,0,1,OP06
PROD00876,PR002,BT0022,P004,2023-03-08 09:48:52,2023-03-08 16:24:16,52,0,1,OP10
PROD00877,PR001,BT0120,P004,2023-03-20 07:18:18,2023-03-20 10:20:06,18,0,3,OP02
PROD00878,PR002,BT0062,P003,2023-03-18 09:11:23,2023-03-18 16:31:47,58,2,5,OP11
PROD00879,PR004,BT0145,P001,2023-03-13 10:12:05,2023-03-13 13:15:05,12,0,6,OP09
PROD00880,PR004,BT0065,P003,2023-03-14 16:31:41,2023-03-14 21:46:05,31,0,1,OP11
PROD00881,PR003,BT0132,P002,2023-03-09 04:22:32,2023-03-09 07:14:08,22,1,6,OP07
PROD00882,PR002,BT0046,P004,2023-03-05 16:31:45,2023-03-05 19:49:09,26,0,3,OP10
PROD00883,PR003,BT0141,P004,2023-03-03 12:55:03,2023-03-03 18:20:15,65,1,3,OP08
PROD00884,PR005,BT9003,P003,2023-03-26 03:10:26,2023-03-26 06:10:26,12,0,5,OP01
PROD00885,PR005,BT0087,P001,2023-03-23 05:11:57,2023-03-23 11:35:21,17,0,5,OP10
PROD00886,PR003,BT0015,P001,2023-03-05 21:43:28,2023-03-06 02:27:52,37,2,7,OP01
PROD00887,PR005,BT0023,P004,2023-03-22 10:52:23,2023-03-22 17:20:35,25,2,8,OP02
PROD00888,PR004,BT0180,P001,2023-03-02 18:43:27,2023-03-02 20:53:03,8,0,3,OP11
PROD00889,PR002,BT0059,P004,2023-03-03 17:52:25,2023-03-03 23:42:13,46,2,5,OP03
PROD00890,PR004,BT0150,P002,2023-03-15 03:59:52,2023-03-15 10:32:16,26,0,2,OP03
PROD00891,PR001,BT0103,P003,2023-03-26 14:24:57,2023-03-26 18:51:21,26,1,5,OP09
PROD00892,PR001,BT0158,P002,2023-03-18 20:39:06,2023-03-19 01:47:30,20,0,3,OP12
PROD00893,PR005,BT0143,P004,2023-03-20 06:59:48,2023-03-20 09:28:36,9,0,4,OP12
PROD00894,PR004,BT0020,P004,2023-03-03 19:04:21,2023-03-03 22:42:09,21,1,7,OP11
PROD00895,PR002,BT0171,P004,2023-03-16 14:23:37,2023-03-16 21:04:25,53,0,1,OP08
PROD00896,PR003,BT0153,P002,2023-03-10 18:55:44,2023-03-10 21:21:32,19,1,7,OP08
PROD00897,PR002,BT0099,P003,2023-03-18 13:39:57,2023-03-18 20:23:45,53,2,4,OP01
PROD00898,PR005,BT0038,P004,2023-03-28 07:10:15,2023-03-28 10:15:03,12,0,2,OP12
PROD00899,PR003,BT0046,P002,2023-03-09 06:09:13,2023-03-09 11:47:01,45,3,8,OP12
PROD00900,PR004,BT9757,P001,2023-03-01 04:01:44,2023-03-01 06:38:56,10,0,5,OP12
PROD00901,PR001,BT0075,P001,2023-03-16 11:28:44,2023-03-16 13:33:32,8,0,2,OP01
PROD00902,PR001,BT0006,P004,2023-03-07 09:00:56,2023-03-07 15:00:56,36,2,7,OP10
PROD00903,PR003,BT0116,P003,2023-03-09 13:32:38,2023-03-09 16:22:26,33,1,6,OP08
PROD00904,PR005,BT0018,P004,2023-03-14 18:55:27,2023-03-14 21:18:51,9,0,4,OP09
PROD00905,PR001,BT0064,P002,2023-03-20 02:32:00,2023-03-20 07:38:00,20,0,4,OP08
PROD00906,PR002,BT0025,P001,2023-03-01 21:49:45,2023-03-02 05:27:33,40,2,5,OP08
PROD00907,PR001,BT0067,P002,2023-03-10 16:54:43,2023-03-10 19:49:19,11,0,6,OP01
PROD00908,PR003,BT0180,P003,2023-03-22 15:05:13,2023-03-22 19:37:01,54,3,6,OP09
PROD00909,PR004,BT0082,P003,2023-03-23 17:25:37,2023-03-23 22:54:25,32,1,4,OP11
PROD00910,PR001,BT0132,P003,2023-03-18 23:20:05,2023-03-19 02:38:05,19,1,6,OP05
PROD00911,PR005,BT9864,P002,2023-03-22 01:06:20,2023-03-22 08:41:44,20,1,7,OP10
PROD00912,PR004,BT0035,P002,2023-03-25 20:29:26,2023-03-26 02:23:26,23,0,1,OP12
PROD00913,PR001,BT0174,P003,2023-03-09 19:15:26,2023-03-10 03:14:14,47,2,6,OP10
