order_id,customer_id,product_id,quantity,unit_price_brl,total_price_brl,sale_date,channel,status,payment_method
ORD000588,C0451,PR001,1,32.9,32.9,2022-08-17,B2B_direct,concluído,pix
ORD000589,C0174,PR002,6,25.15,150.89,17/08/2022,B2B_direct,concluído,cartão_débito
ORD000590,C0568,PR001,4,32.24,128.97,2022-08-18,B2B_direct,concluído,cartão_débito
ORD000591,C0027,PR004,6,31.39,188.37,2022-08-21,pdv_parceiro,pendente,cartão_crédito
ORD000592,C0579,PR001,6,32.9,197.4,23/08/2022,B2B_direct,devolvido,cartão_débito
ORD000593,C0217,PR001,6,32.57,195.43,2022-08-05,ecommerce,pendente,cartão_débito
ORD000594,C0574,PR001,1,32.57,32.57,10/08/2022,ecommerce,concluído,cartão_crédito
ORD000595,C0413,PR003,2,28.9,57.8,2022-08-28,B2B_direct,devolvido,pix
ORD000596,C0755,PR001,4,34.55,138.18,07/08/2022,ecommerce,devolvido,cartão_crédito
ORD000597,C0366,PR002,1,24.15,24.15,2022-08-28,B2B_direct,concluído,cartão_crédito
ORD000598,C0689,PR001,5,32.57,162.85,23/08/2022,B2B_direct,concluído,cartão_crédito
ORD000599,C0291,PR003,1,28.32,28.32,12/08/2022,ecommerce,concluído,cartão_crédito
ORD000600,C0685,PR002,5,24.9,124.5,18/08/2022,pdv_parceiro,cancelado,cartão_débito
ORD000601,C0167,PR002,4,25.9,103.58,2022-08-22,pdv_parceiro,pendente,pix
ORD000602,C0011,PR001,3,33.56,100.67,2022-08-13,ecommerce,concluído,cartão_crédito
ORD000603,C0423,PR003,3,29.77,89.3,07/08/2022,ecommerce,concluído,pix
ORD000604,C0443,PR003,2,29.77,59.53,18/08/2022,pdv_parceiro,concluído,pix
ORD000605,C0712,PR002,1,25.9,25.9,2022-08-17,ecommerce,concluído,boleto
ORD000606,C0090,PR004,1,30.8,30.8,2022-08-22,B2B_direct,concluído,cartão_débito
ORD000607,C0527,PR002,5,24.4,122.01,18/08/2022,marketplace,cancelado,cartão_crédito
ORD000608,C0022,PR003,6,30.06,180.34,2022-08-13,ecommerce,concluído,cartão_débito
ORD000609,C0482,PR003,5,30.06,150.28,2022-08-08,pdv_parceiro,concluído,boleto
ORD000610,C0565,PR003,2,30.06,60.11,2022-08-28,ecommerce,concluído,cartão_crédito
ORD000611,C0781,PR003,6,28.9,173.4,2022-08-22,ecommerce,cancelado,pix
ORD000612,C0850,PR003,3,30.06,90.17,2022-08-03,ecommerce,cancelado,boleto
ORD000613,C0385,PR002,2,24.15,48.31,2022-08-11,pdv_parceiro,pendente,pix
ORD000614,C0181,PR003,3,29.77,89.3,2022-08-13,ecommerce,devolvido,cartão_crédito
ORD000615,C0615,PR003,6,29.48,176.87,03/08/2022,B2B_direct,concluído,cartão_crédito
ORD000616,C0770,PR001,1,33.89,33.89,2022-08-16,marketplace,concluído,cartão_débito
ORD000617,C0129,PR002,1,25.65,25.65,07/08/2022,ecommerce,concluído,cartão_crédito
ORD000618,C0616,PR002,6,25.4,152.39,2022-08-27,ecommerce,concluído,cartão_crédito
ORD000619,C0743,PR003,5,27.45,137.27,2022-08-22,B2B_direct,concluído,cartão_crédito
ORD000620,C0336,PR003,6,28.61,171.67,2022-08-22,marketplace,concluído,boleto
ORD000621,C0393,PR001,6,33.56,201.35,2022-08-16,ecommerce,pendente,pix
ORD000622,C0367,PR004,6,30.5,182.99,2022-08-27,B2B_direct,concluído,cartão_crédito
ORD000623,C0794,PR002,2,24.15,48.31,19/08/2022,marketplace,cancelado,pix
ORD000624,C0030,PR002,6,25.15,150.89,2022-08-10,ecommerce,concluído,cartão_crédito
ORD000625,C0578,PR001,3,32.24,96.73,2022-08-04,marketplace,concluído,cartão_crédito
ORD000626,C0814,PR003,2,29.48,58.96,2022-08-10,B2B_direct,pendente,pix
ORD000627,C0167,PR001,3,32.9,98.7,2022-08-13,ecommerce,concluído,boleto
ORD000628,C0285,PR003,5,29.48,147.39,2022-08-04,ecommerce,concluído,boleto
ORD000629,C0660,PR003,1,28.61,28.61,2022-08-27,B2B_direct,concluído,cartão_crédito
ORD000630,C0643,PR002,5,23.9,119.52,2022-08-09,marketplace,concluído,cartão_débito
ORD000631,C0447,PR003,1,29.77,29.77,2022-08-07,marketplace,concluído,pix
ORD000632,C0083,PR001,4,33.23,132.92,2022-08-21,ecommerce,concluído,cartão_débito
ORD000633,C0325,PR002,6,24.9,149.4,2022-08-16,pdv_parceiro,pendente,pix
ORD000633,C0325,PR002,6,24.9,149.4,2022-08-16,pdv_parceiro,pendente,pix
ORD000634,C0732,PR002,6,24.15,144.92,2022-08-24,marketplace,concluído,boleto
ORD000635,C0842,PR003,6,29.48,176.87,2022-08-06,B2B_direct,concluído,pix
ORD000636,C0061,PR002,6,24.9,149.4,2022-08-17,B2B_direct,concluído,pix
ORD000637,C0502,PR004,2,30.5,61,23/08/2022,ecommerce,concluído,cartão_débito
ORD000638,C0808,PR003,5,28.32,141.61,02/08/2022,marketplace,concluído,cartão_crédito
ORD000639,C0275,PR002,1,25.9,25.9,2022-08-25,B2B_direct,cancelado,cartão_débito
ORD000640,C0788,PR003,5,29.19,145.94,02/08/2022,B2B_direct,devolvido,cartão_crédito
ORD000641,C0478,PR003,6,29.19,175.13,28/08/2022,pdv_parceiro,concluído,boleto
ORD000642,C0616,PR003,2,30.06,60.11,2022-08-12,ecommerce,concluído,pix
ORD000643,C0162,PR001,2,32.9,65.8,16/08/2022,B2B_direct,pendente,pix
ORD000644,C0458,PR002,3,24.15,72.46,2022-08-03,ecommerce,devolvido,pix
ORD000645,C0810,PR001,1,32.24,32.24,01/08/2022,marketplace,devolvido,boleto
ORD000646,C0507,PR003,2,28.61,57.22,2022-08-19,marketplace,pendente,pix
ORD000647,C0226,PR004,3,30.8,92.39,2022-08-27,ecommerce,cancelado,pix
ORD000648,C0491,PR002,3,23.9,71.71,2022-08-06,marketplace,concluído,pix
ORD000649,C0126,PR002,4,25.15,100.6,06/08/2022,marketplace,concluído,cartão_crédito
ORD000650,C0589,PR004,3,30.5,91.49,2022-08-21,B2B_direct,concluído,boleto
ORD000651,C0111,PR003,6,27.74,166.46,2022-08-11,ecommerce,concluído,pix
ORD000652,C0082,PR002,3,24.15,72.46,2022-09-26,B2B_direct,concluído,boleto
ORD000653,C0425,PR002,3,24.4,73.21,2022-09-13,B2B_direct,concluído,pix
ORD000654,C0019,PR001,2,33.56,67.12,06/09/2022,ecommerce,cancelado,pix
ORD000654,C0019,PR001,2,33.56,67.12,06/09/2022,ecommerce,cancelado,pix
ORD000655,C0755,PR004,4,31.1,124.38,2022-09-18,pdv_parceiro,concluído,cartão_débito
ORD000656,C0631,PR002,4,24.15,96.61,2022-09-14,B2B_direct,concluído,cartão_crédito
ORD000656,C0631,PR002,4,24.15,96.61,2022-09-14,B2B_direct,concluído,cartão_crédito
ORD000657,C0758,PR002,6,25.15,150.89,2022-09-09,marketplace,cancelado,boleto
ORD000658,C0072,PR004,3,30.5,91.49,06/09/2022,ecommerce,concluído,pix
ORD000659,C0821,PR001,1,34.22,34.22,2022-09-04,ecommerce,concluído,cartão_crédito
ORD000660,C0007,PR001,4,34.22,136.86,10/09/2022,ecommerce,cancelado,cartão_crédito
ORD000661,C0042,PR001,5,32.9,164.5,2022-09-06,ecommerce,devolvido,cartão_débito
ORD000662,C0236,PR001,2,33.23,66.46,02/09/2022,marketplace,concluído,pix
ORD000663,C0435,PR002,4,24.65,98.6,20/09/2022,marketplace,pendente,cartão_crédito
ORD000664,C0609,PR004,6,31.1,186.58,2022-09-01,pdv_parceiro,concluído,pix
ORD000665,C0526,PR004,2,31.39,62.79,2022-09-24,ecommerce,concluído,pix
ORD000666,C0818,PR001,2,33.23,66.46,2022-09-20,B2B_direct,concluído,pix
ORD000667,C0068,PR004,5,28.7,143.52,2022-09-01,marketplace,pendente,pix
ORD000668,C0807,PR002,3,25.65,76.94,2022-09-13,ecommerce,pendente,boleto
ORD000669,C0435,PR002,5,25.4,126.99,2022-09-17,marketplace,concluído,pix
ORD000670,C0479,PR004,1,29,29,2022-09-23,ecommerce,concluído,pix
ORD000671,C0761,PR004,5,30.5,152.49,2022-09-19,ecommerce,devolvido,cartão_crédito
ORD000672,C0143,PR003,4,29.48,117.91,2022-09-19,ecommerce,concluído,cartão_débito
ORD000673,C0302,PR004,3,29.9,89.7,2022-09-09,B2B_direct,concluído,cartão_crédito
ORD000674,C0823,PR004,1,31.1,31.1,2022-09-22,B2B_direct,devolvido,cartão_crédito
ORD000675,C0709,PR002,3,25.65,76.94,2022-09-16,marketplace,pendente,boleto
ORD000676,C0335,PR004,6,30.5,182.99,2022-09-06,ecommerce,concluído,cartão_débito
ORD000677,C0426,PR004,4,29,116.01,2022-09-08,ecommerce,cancelado,cartão_crédito
ORD000678,C0838,PR004,3,29,87.01,2022-09-21,ecommerce,concluído,pix
ORD000679,C0817,PR004,2,31.1,62.19,01/09/2022,marketplace,concluído,cartão_débito
ORD000680,C0384,PR002,3,24.65,73.95,2022-09-24,ecommerce,concluído,pix
ORD000681,C0509,PR003,5,28.03,140.16,2022-09-09,ecommerce,pendente,pix
ORD000682,C0746,PR001,5,33.89,169.44,2022-09-24,ecommerce,concluído,pix
ORD000683,C0540,PR002,4,24.4,97.61,2022-09-09,pdv_parceiro,pendente,pix
ORD000684,C0235,PR002,1,24.9,24.9,2022-09-01,marketplace,concluído,pix
ORD000685,C0619,PR004,5,29.3,146.51,2022-09-28,B2B_direct,concluído,pix
ORD000686,C0799,PR004,3,29.3,87.91,2022-09-08,marketplace,concluído,cartão_crédito
ORD000687,C0151,PR004,2,29.6,59.2,2022-09-23,B2B_direct,concluído,pix
ORD000688,C0243,PR004,3,29.9,89.7,2022-09-28,marketplace,pendente,pix
ORD000689,C0083,PR003,6,28.9,173.4,2022-09-18,B2B_direct,concluído,pix
ORD000690,C0136,PR001,3,34.22,102.65,18/09/2022,marketplace,devolvido,cartão_débito
ORD000691,C0081,PR001,5,32.9,164.5,22/09/2022,ecommerce,concluído,pix
ORD000692,C0685,PR001,3,33.89,101.66,03/09/2022,ecommerce,cancelado,cartão_crédito
ORD000693,C0262,PR004,1,28.7,28.7,2022-09-20,ecommerce,cancelado,boleto
ORD000694,C0786,PR002,6,24.65,147.91,2022-09-07,B2B_direct,pendente,cartão_crédito
ORD000695,C0744,PR003,3,27.74,83.23,2022-09-14,ecommerce,concluído,cartão_débito
ORD000696,C0485,PR003,1,28.9,28.9,2022-09-02,marketplace,concluído,pix
ORD000697,C0141,PR002,2,24.4,48.8,2022-09-28,B2B_direct,concluído,pix
ORD000698,C0677,PR003,5,28.03,140.16,2022-09-12,ecommerce,concluído,boleto
ORD000698,C0677,PR003,5,28.03,140.16,2022-09-12,ecommerce,concluído,boleto
ORD000699,C0289,PR002,6,24.9,149.4,2022-09-07,ecommerce,concluído,boleto
ORD000700,C0235,PR003,6,28.32,169.93,17/09/2022,B2B_direct,concluído,boleto
ORD000701,C0066,PR003,5,28.9,144.5,2022-09-04,ecommerce,concluído,pix
ORD000702,C0299,PR001,4,31.91,127.65,2022-09-06,B2B_direct,concluído,pix
ORD000703,C0474,PR003,3,28.03,84.1,2022-09-20,ecommerce,concluído,cartão_débito
ORD000704,C0171,PR003,4,28.03,112.13,2022-09-17,B2B_direct,concluído,cartão_crédito
ORD000705,C0843,PR004,1,29,29,2022-09-25,pdv_parceiro,concluído,pix
ORD000706,C0072,PR002,6,25.15,150.89,14/09/2022,B2B_direct,concluído,cartão_débito
ORD000707,C0277,PR001,2,32.9,65.8,19/09/2022,marketplace,concluído,boleto
ORD000708,C0752,PR002,3,24.4,73.21,2022-09-02,ecommerce,concluído,boleto
ORD000709,C0771,PR002,3,25.15,75.45,2022-09-20,B2B_direct,cancelado,pix
ORD000710,C0309,PR001,3,31.58,94.75,2022-09-26,pdv_parceiro,concluído,pix
ORD000711,C0179,PR004,2,30.8,61.59,2022-09-01,marketplace,cancelado,boleto
ORD000712,C0744,PR001,4,32.24,128.97,2022-09-07,pdv_parceiro,concluído,pix
ORD000713,C0808,PR002,3,26.14,78.44,11/09/2022,marketplace,concluído,pix
ORD000714,C0392,PR004,2,30.8,61.59,2022-09-07,marketplace,devolvido,cartão_crédito
ORD000715,C0128,PR001,6,34.22,205.3,11/09/2022,marketplace,concluído,pix
ORD000716,C0456,PR002,2,23.65,47.31,20/09/2022,pdv_parceiro,concluído,pix
ORD000717,C0007,PR002,2,25.9,51.79,2022-09-12,ecommerce,concluído,pix
ORD000718,C0543,PR002,4,24.15,96.61,2022-09-10,B2B_direct,concluído,cartão_débito
ORD000719,C0528,PR003,1,30.06,30.06,2022-09-28,B2B_direct,concluído,cartão_débito
ORD000720,C0776,PR001,6,34.55,207.27,2022-09-24,ecommerce,concluído,cartão_débito
ORD000721,C0783,PR004,6,30.8,184.78,2022-09-28,marketplace,concluído,cartão_débito
ORD000722,C0258,PR003,6,28.9,173.4,2022-09-18,marketplace,concluído,pix
ORD000723,C0312,PR002,1,24.9,24.9,2022-09-25,B2B_direct,concluído,cartão_crédito
ORD000724,C0565,PR004,3,29.6,88.8,23/09/2022,B2B_direct,pendente,cartão_crédito
ORD000725,C0214,PR002,3,25.9,77.69,13/09/2022,ecommerce,concluído,pix
ORD000726,C0181,PR004,3,30.5,91.49,2022-09-07,B2B_direct,concluído,boleto
ORD000726,C0181,PR004,3,30.5,91.49,2022-09-07,B2B_direct,concluído,boleto
ORD000727,C0584,PR001,2,31.25,62.51,20/09/2022,marketplace,concluído,cartão_crédito
ORD000727,C0584,PR001,2,31.25,62.51,20/09/2022,marketplace,concluído,cartão_crédito
ORD000728,C0052,PR004,5,29.6,148,03/09/2022,B2B_direct,concluído,cartão_crédito
ORD000729,C0506,PR003,2,28.61,57.22,2022-09-11,ecommerce,concluído,cartão_crédito
ORD000730,C0641,PR004,3,29.3,87.91,2022-09-15,ecommerce,devolvido,cartão_crédito
ORD000731,C0249,PR001,5,34.22,171.08,2022-09-24,B2B_direct,pendente,pix
ORD000732,C0019,PR001,3,31.58,94.75,2022-10-15,ecommerce,pendente,pix
ORD000733,C0650,PR002,1,25.15,25.15,2022-10-17,ecommerce,devolvido,pix
ORD000734,C0269,PR002,1,25.4,25.4,2022-10-21,marketplace,concluído,cartão_crédito
ORD000735,C0511,PR003,3,30.06,90.17,2022-10-09,B2B_direct,pendente,cartão_crédito
ORD000736,C0646,PR002,4,23.65,94.62,08/10/2022,marketplace,concluído,cartão_crédito
ORD000737,C0311,PR004,6,28.7,172.22,2022-10-07,ecommerce,devolvido,cartão_crédito
ORD000738,C0342,PR003,5,29.19,145.94,06/10/2022,marketplace,pendente,cartão_crédito
ORD000739,C0085,PR002,6,24.9,149.4,2022-10-09,ecommerce,concluído,pix
ORD000740,C0561,PR003,1,28.9,28.9,2022-10-08,B2B_direct,concluído,cartão_crédito
ORD000741,C0607,PR004,5,29.6,148,2022-10-21,pdv_parceiro,cancelado,cartão_crédito
ORD000742,C0282,PR001,5,33.23,166.14,2022-10-05,ecommerce,cancelado,cartão_crédito
ORD000743,C0302,PR004,3,30.8,92.39,2022-10-18,ecommerce,concluído,pix
ORD000744,C0053,PR003,1,28.32,28.32,18/10/2022,ecommerce,devolvido,cartão_débito
ORD000745,C0434,PR004,4,29.9,119.6,2022-10-11,B2B_direct,concluído,cartão_débito
ORD000746,C0561,PR003,1,28.32,28.32,26/10/2022,pdv_parceiro,devolvido,cartão_crédito
ORD000747,C0314,PR002,4,24.15,96.61,2022-10-23,ecommerce,concluído,cartão_crédito
ORD000748,C0742,PR001,3,32.24,96.73,2022-10-18,B2B_direct,concluído,cartão_crédito
ORD000749,C0168,PR004,2,29.6,59.2,2022-10-06,marketplace,concluído,pix
ORD000750,C0477,PR002,5,25.15,125.74,05/10/2022,ecommerce,concluído,cartão_débito
ORD000751,C0643,PR004,2,29.6,59.2,18/10/2022,pdv_parceiro,concluído,cartão_crédito
ORD000752,C0309,PR001,1,32.24,32.24,2022-10-16,marketplace,cancelado,cartão_crédito
ORD000753,C0014,PR003,2,29.19,58.38,2022-10-08,ecommerce,concluído,cartão_crédito
ORD000754,C0236,PR003,5,27.45,137.27,2022-10-01,B2B_direct,concluído,pix
ORD000755,C0595,PR003,1,29.77,29.77,2022-10-08,marketplace,pendente,pix
ORD000756,C0664,PR002,4,24.9,99.6,20/10/2022,pdv_parceiro,devolvido,cartão_crédito
ORD000757,C0331,PR003,4,28.03,112.13,2022-10-27,pdv_parceiro,concluído,cartão_débito
ORD000758,C0330,PR004,6,29.9,179.4,2022-10-14,ecommerce,cancelado,pix
ORD000759,C0211,PR004,4,31.1,124.38,2022-10-27,ecommerce,cancelado,cartão_crédito
ORD000760,C0660,PR002,6,25.9,155.38,2022-10-20,marketplace,concluído,boleto
ORD000761,C0512,PR001,6,33.56,201.35,2022-10-21,marketplace,cancelado,boleto
ORD000762,C0757,PR002,3,25.4,76.19,2022-10-06,B2B_direct,concluído,pix
ORD000763,C0765,PR004,1,30.8,30.8,19/10/2022,B2B_direct,concluído,cartão_crédito
ORD000764,C0541,PR003,5,28.32,141.61,2022-10-05,ecommerce,concluído,cartão_crédito
ORD000765,C0694,PR002,6,25.15,150.89,2022-10-07,ecommerce,concluído,cartão_débito
ORD000766,C0076,PR004,3,30.5,91.49,2022-10-16,B2B_direct,concluído,cartão_débito
ORD000767,C0443,PR002,2,24.65,49.3,2022-10-19,ecommerce,cancelado,pix
ORD000768,C0281,PR001,2,33.23,66.46,23/10/2022,ecommerce,concluído,cartão_crédito
ORD000769,C0318,PR001,5,34.22,171.08,18/10/2022,marketplace,concluído,pix
ORD000770,C0263,PR002,6,24.4,146.41,2022-10-27,marketplace,pendente,pix
ORD000771,C0475,PR004,2,28.7,57.41,2022-10-21,marketplace,concluído,pix
ORD000772,C0323,PR002,1,24.65,24.65,14/10/2022,pdv_parceiro,cancelado,pix
ORD000773,C0364,PR001,3,32.9,98.7,2022-10-06,pdv_parceiro,concluído,pix
ORD000774,C0341,PR004,4,30.2,120.8,2022-10-19,ecommerce,pendente,cartão_crédito
ORD000775,C0490,PR003,1,30.06,30.06,2022-10-04,marketplace,pendente,pix
ORD000776,C0446,PR001,2,34.55,69.09,2022-10-26,marketplace,devolvido,cartão_crédito
ORD000777,C0754,PR002,4,25.9,103.58,2022-10-15,pdv_parceiro,concluído,pix
ORD000778,C0072,PR002,1,25.15,25.15,2022-10-18,B2B_direct,concluído,cartão_débito
ORD000779,C0087,PR004,2,31.39,62.79,2022-10-18,B2B_direct,concluído,cartão_crédito
ORD000780,C0180,PR003,4,27.74,110.98,20/10/2022,B2B_direct,concluído,cartão_débito
ORD000781,C0557,PR002,4,25.65,102.59,2022-10-12,pdv_parceiro,concluído,cartão_crédito
ORD000782,C0067,PR004,4,29.9,119.6,2022-10-28,B2B_direct,cancelado,pix
ORD000783,C0667,PR002,5,25.4,126.99,2022-10-07,marketplace,pendente,cartão_débito
ORD000784,C0761,PR004,1,31.1,31.1,09/10/2022,B2B_direct,concluído,pix
ORD000785,C0178,PR002,2,24.65,49.3,01/10/2022,ecommerce,cancelado,pix
ORD000785,C0178,PR002,2,24.65,49.3,01/10/2022,ecommerce,cancelado,pix
ORD000786,C0058,PR002,2,25.15,50.3,2022-10-15,ecommerce,concluído,cartão_crédito
ORD000787,C0734,PR004,3,29,87.01,2022-10-15,ecommerce,concluído,cartão_crédito
ORD000788,C0125,PR001,3,32.9,98.7,2022-10-23,marketplace,concluído,pix
ORD000789,C0399,PR001,1,33.23,33.23,2022-10-10,B2B_direct,concluído,cartão_crédito
ORD000790,C0392,PR002,5,25.9,129.48,2022-10-19,ecommerce,concluído,boleto
ORD000791,C0811,PR001,3,32.57,97.71,2022-10-05,pdv_parceiro,concluído,pix
ORD000792,C0492,PR003,4,28.32,113.29,2022-10-17,B2B_direct,concluído,pix
ORD000793,C0839,PR001,3,31.91,95.74,19/10/2022,pdv_parceiro,concluído,pix
ORD000794,C0830,PR004,1,29,29,2022-10-24,ecommerce,concluído,pix
ORD000795,C0120,PR004,1,30.5,30.5,2022-10-28,B2B_direct,concluído,pix
ORD000796,C0493,PR003,4,27.74,110.98,2022-10-18,ecommerce,concluído,cartão_crédito
ORD000797,C0383,PR001,3,32.9,98.7,2022-10-01,B2B_direct,concluído,pix
ORD000798,C0028,PR002,6,23.9,143.42,2022-10-24,pdv_parceiro,concluído,pix
ORD000799,C0329,PR002,2,24.9,49.8,26/10/2022,ecommerce,concluído,boleto
ORD000800,C0738,PR003,4,28.32,113.29,2022-10-24,marketplace,concluído,cartão_crédito
ORD000801,C0425,PR001,6,34.55,207.27,2022-10-06,ecommerce,concluído,cartão_crédito
ORD000802,C0810,PR002,6,24.4,146.41,25/10/2022,ecommerce,cancelado,cartão_débito
ORD000803,C0220,PR004,6,29.3,175.81,2022-10-22,B2B_direct,pendente,boleto
ORD000804,C0722,PR003,1,28.9,28.9,26/10/2022,marketplace,pendente,cartão_crédito
ORD000805,C0722,PR003,5,30.06,150.28,19/10/2022,pdv_parceiro,devolvido,cartão_crédito
ORD000806,C0838,PR002,2,25.9,51.79,2022-10-20,marketplace,concluído,cartão_crédito
ORD000807,C0807,PR004,5,29,145.01,2022-10-24,pdv_parceiro,concluído,boleto
ORD000808,C0669,PR004,3,29.3,87.91,2022-10-13,ecommerce,cancelado,cartão_crédito
ORD000809,C0621,PR002,5,24.9,124.5,08/10/2022,pdv_parceiro,concluído,cartão_crédito
ORD000810,C0111,PR002,5,24.4,122.01,03/10/2022,ecommerce,concluído,pix
ORD000811,C0539,PR002,1,24.15,24.15,2022-10-07,B2B_direct,concluído,pix
ORD000812,C0677,PR003,5,29.48,147.39,2022-10-11,B2B_direct,pendente,boleto
ORD000813,C0548,PR003,6,27.45,164.73,2022-10-28,ecommerce,cancelado,boleto
ORD000814,C0666,PR003,3,27.45,82.36,2022-10-18,ecommerce,concluído,boleto
ORD000815,C0105,PR004,5,30.5,152.49,2022-10-06,ecommerce,concluído,pix
ORD000816,C0543,PR001,6,31.91,191.48,16/10/2022,B2B_direct,concluído,cartão_crédito
ORD000817,C0360,PR004,6,30.5,182.99,2022-10-28,B2B_direct,concluído,cartão_crédito
ORD000818,C0163,PR001,6,33.23,199.37,2022-10-28,marketplace,concluído,cartão_crédito
ORD000819,C0711,PR001,4,32.57,130.28,2022-10-28,B2B_direct,concluído,pix
ORD000820,C0282,PR001,2,31.58,63.17,25/10/2022,marketplace,devolvido,cartão_débito
ORD000821,C0537,PR003,2,30.06,60.11,2022-11-09,B2B_direct,concluído,pix
ORD000822,C0047,PR003,5,30.06,150.28,2022-11-19,ecommerce,pendente,cartão_crédito
ORD000823,C0531,PR001,1,33.56,33.56,2022-11-09,ecommerce,concluído,pix
ORD000824,C0245,PR003,1,28.9,28.9,21/11/2022,ecommerce,devolvido,boleto
ORD000825,C0777,PR001,5,33.23,166.14,2022-11-17,B2B_direct,concluído,cartão_débito
ORD000826,C0370,PR004,6,28.4,170.43,26/11/2022,ecommerce,concluído,pix
ORD000827,C0058,PR003,4,27.45,109.82,04/11/2022,marketplace,concluído,cartão_crédito
ORD000828,C0055,PR004,4,28.7,114.82,2022-11-04,pdv_parceiro,concluído,cartão_débito
ORD000829,C0350,PR002,4,23.9,95.62,2022-11-11,ecommerce,concluído,boleto
ORD000830,C0433,PR002,2,24.65,49.3,2022-11-09,ecommerce,concluído,cartão_crédito
ORD000831,C0521,PR003,4,27.74,110.98,2022-11-11,B2B_direct,concluído,pix
ORD000832,C0757,PR001,6,31.91,191.48,2022-11-04,ecommerce,cancelado,cartão_crédito
ORD000833,C0713,PR002,6,23.65,141.93,06/11/2022,B2B_direct,concluído,pix
ORD000834,C0421,PR004,3,31.39,94.19,2022-11-27,pdv_parceiro,concluído,cartão_crédito
ORD000835,C0123,PR001,1,32.24,32.24,2022-11-23,marketplace,concluído,cartão_crédito
ORD000836,C0736,PR003,3,28.9,86.7,2022-11-18,ecommerce,concluído,cartão_crédito
ORD000836,C0736,PR003,3,28.9,86.7,2022-11-18,ecommerce,concluído,cartão_crédito
ORD000837,C0069,PR002,3,23.65,70.96,2022-11-24,marketplace,cancelado,cartão_crédito
ORD000838,C0132,PR003,4,27.45,109.82,2022-11-20,B2B_direct,concluído,boleto
ORD000839,C0592,PR004,2,30.8,61.59,07/11/2022,ecommerce,pendente,cartão_débito
ORD000840,C0497,PR004,5,28.7,143.52,2022-11-10,marketplace,concluído,cartão_crédito
ORD000841,C0348,PR002,1,25.65,25.65,17/11/2022,marketplace,pendente,cartão_débito
ORD000842,C0077,PR003,6,29.77,178.6,2022-11-05,ecommerce,devolvido,pix
ORD000843,C0374,PR003,1,28.61,28.61,2022-11-05,B2B_direct,concluído,pix
ORD000844,C0395,PR002,3,24.65,73.95,2022-11-15,ecommerce,concluído,cartão_crédito
ORD000845,C0644,PR003,1,29.19,29.19,2022-11-24,ecommerce,devolvido,boleto
ORD000846,C0508,PR003,1,28.03,28.03,2022-11-20,B2B_direct,concluído,cartão_débito
ORD000847,C0634,PR004,2,28.7,57.41,27/11/2022,marketplace,concluído,cartão_crédito
ORD000848,C0532,PR001,4,32.24,128.97,2022-11-02,marketplace,concluído,cartão_débito
ORD000849,C0045,PR004,3,29.6,88.8,2022-11-06,ecommerce,concluído,pix
ORD000850,C0067,PR004,1,30.5,30.5,19/11/2022,ecommerce,pendente,pix
ORD000851,C0254,PR001,1,31.25,31.25,2022-11-15,ecommerce,cancelado,boleto
ORD000852,C0291,PR002,4,23.9,95.62,2022-11-04,B2B_direct,cancelado,pix
ORD000853,C0533,PR004,1,30.5,30.5,09/11/2022,B2B_direct,pendente,cartão_débito
ORD000854,C0021,PR002,5,23.9,119.52,2022-11-14,ecommerce,concluído,cartão_débito
ORD000855,C0239,PR003,3,29.19,87.57,2022-11-19,marketplace,pendente,pix
ORD000856,C0042,PR003,5,29.48,147.39,2022-11-12,marketplace,cancelado,cartão_débito
ORD000857,C0569,PR001,3,32.24,96.73,06/11/2022,B2B_direct,pendente,pix
ORD000858,C0470,PR001,6,33.23,199.37,2022-11-05,marketplace,pendente,cartão_crédito
ORD000859,C0525,PR004,1,29.6,29.6,2022-11-26,B2B_direct,concluído,boleto
ORD000860,C0780,PR002,5,25.15,125.74,2022-11-03,marketplace,devolvido,pix
ORD000861,C0647,PR003,2,29.19,58.38,2022-11-03,marketplace,concluído,boleto
ORD000862,C0437,PR001,4,33.23,132.92,2022-11-12,B2B_direct,concluído,cartão_crédito
ORD000863,C0240,PR002,2,24.4,48.8,27/11/2022,B2B_direct,devolvido,pix
ORD000864,C0838,PR002,5,25.65,128.23,24/11/2022,B2B_direct,concluído,pix
ORD000865,C0385,PR004,3,30.5,91.49,2022-11-26,pdv_parceiro,cancelado,pix
ORD000866,C0132,PR003,4,27.74,110.98,2022-11-03,ecommerce,concluído,cartão_débito
ORD000867,C0565,PR002,3,24.4,73.21,2022-11-16,ecommerce,concluído,boleto
ORD000868,C0733,PR001,1,31.91,31.91,2022-11-06,ecommerce,concluído,boleto
ORD000869,C0787,PR001,6,32.24,193.45,2022-11-09,ecommerce,concluído,cartão_crédito
ORD000870,C0296,PR003,1,28.03,28.03,2022-11-21,ecommerce,concluído,pix
ORD000871,C0005,PR004,5,29.6,148,04/11/2022,marketplace,devolvido,cartão_débito
ORD000872,C0830,PR002,3,26.14,78.44,20/11/2022,ecommerce,concluído,boleto
ORD000873,C0593,PR004,5,29.3,146.51,2022-11-05,marketplace,cancelado,pix
ORD000874,C0328,PR003,6,27.74,166.46,03/11/2022,ecommerce,concluído,cartão_crédito
ORD000875,C0755,PR002,2,26.14,52.29,2022-11-27,ecommerce,devolvido,cartão_crédito
ORD000876,C0349,PR001,3,32.24,96.73,2022-11-07,ecommerce,pendente,pix
